Age,nat,loc,value,loc_code
37,Nationalité (catégorie) - Total,......6621 Genève,3615,6621
38,Nationalité (catégorie) - Total,......6621 Genève,3367,6621
39,Nationalité (catégorie) - Total,......6621 Genève,3370,6621
40,Nationalité (catégorie) - Total,......6621 Genève,3265,6621
41,Nationalité (catégorie) - Total,......6621 Genève,3197,6621
42,Nationalité (catégorie) - Total,......6621 Genève,3174,6621
43,Nationalité (catégorie) - Total,......6621 Genève,3108,6621
44,Nationalité (catégorie) - Total,......6621 Genève,3085,6621
45,Nationalité (catégorie) - Total,......6621 Genève,3033,6621
46,Nationalité (catégorie) - Total,......6621 Genève,2936,6621
47,Nationalité (catégorie) - Total,......6621 Genève,2889,6621
48,Nationalité (catégorie) - Total,......6621 Genève,2900,6621
49,Nationalité (catégorie) - Total,......6621 Genève,2940,6621
50,Nationalité (catégorie) - Total,......6621 Genève,2896,6621
51,Nationalité (catégorie) - Total,......6621 Genève,3026,6621
52,Nationalité (catégorie) - Total,......6621 Genève,3001,6621
53,Nationalité (catégorie) - Total,......6621 Genève,2945,6621
54,Nationalité (catégorie) - Total,......6621 Genève,2737,6621
55,Nationalité (catégorie) - Total,......6621 Genève,2642,6621
56,Nationalité (catégorie) - Total,......6621 Genève,2555,6621
57,Nationalité (catégorie) - Total,......6621 Genève,2478,6621
58,Nationalité (catégorie) - Total,......6621 Genève,2382,6621
59,Nationalité (catégorie) - Total,......6621 Genève,2256,6621
60,Nationalité (catégorie) - Total,......6621 Genève,2144,6621
61,Nationalité (catégorie) - Total,......6621 Genève,2080,6621
62,Nationalité (catégorie) - Total,......6621 Genève,1994,6621
63,Nationalité (catégorie) - Total,......6621 Genève,1878,6621
64,Nationalité (catégorie) - Total,......6621 Genève,1851,6621
65,Nationalité (catégorie) - Total,......6621 Genève,1648,6621
66,Nationalité (catégorie) - Total,......6621 Genève,1767,6621
67,Nationalité (catégorie) - Total,......6621 Genève,1597,6621
68,Nationalité (catégorie) - Total,......6621 Genève,1648,6621
69,Nationalité (catégorie) - Total,......6621 Genève,1664,6621
70,Nationalité (catégorie) - Total,......6621 Genève,1629,6621
71,Nationalité (catégorie) - Total,......6621 Genève,1485,6621
72,Nationalité (catégorie) - Total,......6621 Genève,1586,6621
73,Nationalité (catégorie) - Total,......6621 Genève,1493,6621
74,Nationalité (catégorie) - Total,......6621 Genève,1417,6621
75,Nationalité (catégorie) - Total,......6621 Genève,1249,6621
76,Nationalité (catégorie) - Total,......6621 Genève,1209,6621
77,Nationalité (catégorie) - Total,......6621 Genève,1191,6621
78,Nationalité (catégorie) - Total,......6621 Genève,1074,6621
79,Nationalité (catégorie) - Total,......6621 Genève,1044,6621
80,Nationalité (catégorie) - Total,......6621 Genève,959,6621
81,Nationalité (catégorie) - Total,......6621 Genève,1019,6621
82,Nationalité (catégorie) - Total,......6621 Genève,930,6621
83,Nationalité (catégorie) - Total,......6621 Genève,878,6621
84,Nationalité (catégorie) - Total,......6621 Genève,856,6621
85,Nationalité (catégorie) - Total,......6621 Genève,768,6621
86,Nationalité (catégorie) - Total,......6621 Genève,765,6621
87,Nationalité (catégorie) - Total,......6621 Genève,672,6621
88,Nationalité (catégorie) - Total,......6621 Genève,583,6621
89,Nationalité (catégorie) - Total,......6621 Genève,551,6621
90,Nationalité (catégorie) - Total,......6621 Genève,485,6621
91,Nationalité (catégorie) - Total,......6621 Genève,389,6621
92,Nationalité (catégorie) - Total,......6621 Genève,337,6621
93,Nationalité (catégorie) - Total,......6621 Genève,311,6621
94,Nationalité (catégorie) - Total,......6621 Genève,222,6621
95,Nationalité (catégorie) - Total,......6621 Genève,190,6621
96,Nationalité (catégorie) - Total,......6621 Genève,130,6621
97,Nationalité (catégorie) - Total,......6621 Genève,91,6621
98,Nationalité (catégorie) - Total,......6621 Genève,46,6621
99,Nationalité (catégorie) - Total,......6621 Genève,24,6621
100,Nationalité (catégorie) - Total,......6621 Genève,60,6621
0,Suisse,......6621 Genève,1129,6621
1,Suisse,......6621 Genève,1105,6621
2,Suisse,......6621 Genève,1068,6621
3,Suisse,......6621 Genève,959,6621
4,Suisse,......6621 Genève,975,6621
5,Suisse,......6621 Genève,913,6621
6,Suisse,......6621 Genève,995,6621
7,Suisse,......6621 Genève,900,6621
8,Suisse,......6621 Genève,850,6621
9,Suisse,......6621 Genève,913,6621
10,Suisse,......6621 Genève,893,6621
11,Suisse,......6621 Genève,934,6621
12,Suisse,......6621 Genève,951,6621
13,Suisse,......6621 Genève,884,6621
14,Suisse,......6621 Genève,1002,6621
15,Suisse,......6621 Genève,1012,6621
16,Suisse,......6621 Genève,1108,6621
17,Suisse,......6621 Genève,1087,6621
18,Suisse,......6621 Genève,1103,6621
19,Suisse,......6621 Genève,1184,6621
20,Suisse,......6621 Genève,1244,6621
21,Suisse,......6621 Genève,1255,6621
22,Suisse,......6621 Genève,1252,6621
23,Suisse,......6621 Genève,1312,6621
24,Suisse,......6621 Genève,1367,6621
25,Suisse,......6621 Genève,1428,6621
26,Suisse,......6621 Genève,1408,6621
27,Suisse,......6621 Genève,1442,6621
28,Suisse,......6621 Genève,1444,6621
29,Suisse,......6621 Genève,1340,6621
30,Suisse,......6621 Genève,1325,6621
31,Suisse,......6621 Genève,1289,6621
32,Suisse,......6621 Genève,1283,6621
33,Suisse,......6621 Genève,1216,6621
34,Suisse,......6621 Genève,1303,6621
35,Suisse,......6621 Genève,1243,6621
36,Suisse,......6621 Genève,1191,6621
37,Suisse,......6621 Genève,1274,6621
38,Suisse,......6621 Genève,1202,6621
39,Suisse,......6621 Genève,1238,6621
40,Suisse,......6621 Genève,1231,6621
41,Suisse,......6621 Genève,1243,6621
42,Suisse,......6621 Genève,1340,6621
43,Suisse,......6621 Genève,1373,6621
44,Suisse,......6621 Genève,1376,6621
45,Suisse,......6621 Genève,1418,6621
46,Suisse,......6621 Genève,1327,6621
47,Suisse,......6621 Genève,1377,6621
48,Suisse,......6621 Genève,1445,6621
49,Suisse,......6621 Genève,1470,6621
50,Suisse,......6621 Genève,1509,6621
51,Suisse,......6621 Genève,1592,6621
52,Suisse,......6621 Genève,1604,6621
53,Suisse,......6621 Genève,1593,6621
54,Suisse,......6621 Genève,1536,6621
55,Suisse,......6621 Genève,1409,6621
56,Suisse,......6621 Genève,1402,6621
57,Suisse,......6621 Genève,1423,6621
58,Suisse,......6621 Genève,1427,6621
59,Suisse,......6621 Genève,1310,6621
60,Suisse,......6621 Genève,1307,6621
61,Suisse,......6621 Genève,1312,6621
62,Suisse,......6621 Genève,1277,6621
63,Suisse,......6621 Genève,1242,6621
64,Suisse,......6621 Genève,1215,6621
65,Suisse,......6621 Genève,1106,6621
66,Suisse,......6621 Genève,1181,6621
67,Suisse,......6621 Genève,1094,6621
68,Suisse,......6621 Genève,1147,6621
69,Suisse,......6621 Genève,1139,6621
70,Suisse,......6621 Genève,1147,6621
71,Suisse,......6621 Genève,1069,6621
72,Suisse,......6621 Genève,1157,6621
73,Suisse,......6621 Genève,1072,6621
74,Suisse,......6621 Genève,1029,6621
75,Suisse,......6621 Genève,890,6621
76,Suisse,......6621 Genève,820,6621
77,Suisse,......6621 Genève,808,6621
78,Suisse,......6621 Genève,728,6621
79,Suisse,......6621 Genève,727,6621
80,Suisse,......6621 Genève,707,6621
81,Suisse,......6621 Genève,750,6621
82,Suisse,......6621 Genève,694,6621
83,Suisse,......6621 Genève,649,6621
84,Suisse,......6621 Genève,646,6621
85,Suisse,......6621 Genève,605,6621
86,Suisse,......6621 Genève,592,6621
87,Suisse,......6621 Genève,519,6621
88,Suisse,......6621 Genève,453,6621
89,Suisse,......6621 Genève,444,6621
90,Suisse,......6621 Genève,411,6621
91,Suisse,......6621 Genève,320,6621
92,Suisse,......6621 Genève,280,6621
93,Suisse,......6621 Genève,248,6621
94,Suisse,......6621 Genève,181,6621
95,Suisse,......6621 Genève,153,6621
96,Suisse,......6621 Genève,109,6621
97,Suisse,......6621 Genève,69,6621
98,Suisse,......6621 Genève,43,6621
99,Suisse,......6621 Genève,21,6621
100,Suisse,......6621 Genève,53,6621
0,Etranger,......6621 Genève,1100,6621
1,Etranger,......6621 Genève,1171,6621
2,Etranger,......6621 Genève,1051,6621
3,Etranger,......6621 Genève,1013,6621
4,Etranger,......6621 Genève,889,6621
5,Etranger,......6621 Genève,818,6621
6,Etranger,......6621 Genève,851,6621
7,Etranger,......6621 Genève,835,6621
8,Etranger,......6621 Genève,798,6621
9,Etranger,......6621 Genève,804,6621
10,Etranger,......6621 Genève,728,6621
11,Etranger,......6621 Genève,739,6621
12,Etranger,......6621 Genève,649,6621
13,Etranger,......6621 Genève,588,6621
14,Etranger,......6621 Genève,572,6621
15,Etranger,......6621 Genève,595,6621
16,Etranger,......6621 Genève,586,6621
17,Etranger,......6621 Genève,573,6621
18,Etranger,......6621 Genève,617,6621
19,Etranger,......6621 Genève,679,6621
20,Etranger,......6621 Genève,743,6621
21,Etranger,......6621 Genève,836,6621
22,Etranger,......6621 Genève,899,6621
23,Etranger,......6621 Genève,1078,6621
24,Etranger,......6621 Genève,1360,6621
25,Etranger,......6621 Genève,1547,6621
26,Etranger,......6621 Genève,1607,6621
27,Etranger,......6621 Genève,1895,6621
28,Etranger,......6621 Genève,2042,6621
29,Etranger,......6621 Genève,2235,6621
30,Etranger,......6621 Genève,2323,6621
31,Etranger,......6621 Genève,2453,6621
32,Etranger,......6621 Genève,2552,6621
33,Etranger,......6621 Genève,2534,6621
34,Etranger,......6621 Genève,2436,6621
35,Etranger,......6621 Genève,2376,6621
36,Etranger,......6621 Genève,2389,6621
37,Etranger,......6621 Genève,2341,6621
38,Etranger,......6621 Genève,2165,6621
39,Etranger,......6621 Genève,2132,6621
40,Etranger,......6621 Genève,2034,6621
41,Etranger,......6621 Genève,1954,6621
42,Etranger,......6621 Genève,1834,6621
43,Etranger,......6621 Genève,1735,6621
44,Etranger,......6621 Genève,1709,6621
45,Etranger,......6621 Genève,1615,6621
46,Etranger,......6621 Genève,1609,6621
47,Etranger,......6621 Genève,1512,6621
48,Etranger,......6621 Genève,1455,6621
49,Etranger,......6621 Genève,1470,6621
50,Etranger,......6621 Genève,1387,6621
51,Etranger,......6621 Genève,1434,6621
52,Etranger,......6621 Genève,1397,6621
53,Etranger,......6621 Genève,1352,6621
54,Etranger,......6621 Genève,1201,6621
55,Etranger,......6621 Genève,1233,6621
56,Etranger,......6621 Genève,1153,6621
57,Etranger,......6621 Genève,1055,6621
58,Etranger,......6621 Genève,955,6621
59,Etranger,......6621 Genève,946,6621
60,Etranger,......6621 Genève,837,6621
61,Etranger,......6621 Genève,768,6621
62,Etranger,......6621 Genève,717,6621
63,Etranger,......6621 Genève,636,6621
64,Etranger,......6621 Genève,636,6621
65,Etranger,......6621 Genève,542,6621
66,Etranger,......6621 Genève,586,6621
67,Etranger,......6621 Genève,503,6621
68,Etranger,......6621 Genève,501,6621
69,Etranger,......6621 Genève,525,6621
70,Etranger,......6621 Genève,482,6621
71,Etranger,......6621 Genève,416,6621
72,Etranger,......6621 Genève,429,6621
73,Etranger,......6621 Genève,421,6621
74,Etranger,......6621 Genève,388,6621
75,Etranger,......6621 Genève,359,6621
76,Etranger,......6621 Genève,389,6621
77,Etranger,......6621 Genève,383,6621
78,Etranger,......6621 Genève,346,6621
79,Etranger,......6621 Genève,317,6621
80,Etranger,......6621 Genève,252,6621
81,Etranger,......6621 Genève,269,6621
82,Etranger,......6621 Genève,236,6621
83,Etranger,......6621 Genève,229,6621
84,Etranger,......6621 Genève,210,6621
85,Etranger,......6621 Genève,163,6621
86,Etranger,......6621 Genève,173,6621
87,Etranger,......6621 Genève,153,6621
88,Etranger,......6621 Genève,130,6621
89,Etranger,......6621 Genève,107,6621
90,Etranger,......6621 Genève,74,6621
91,Etranger,......6621 Genève,69,6621
92,Etranger,......6621 Genève,57,6621
93,Etranger,......6621 Genève,63,6621
94,Etranger,......6621 Genève,41,6621
95,Etranger,......6621 Genève,37,6621
96,Etranger,......6621 Genève,21,6621
97,Etranger,......6621 Genève,22,6621
98,Etranger,......6621 Genève,3,6621
99,Etranger,......6621 Genève,3,6621
100,Etranger,......6621 Genève,7,6621
0,Nationalité (catégorie) - Total,......6622 Genthod,9,6622
1,Nationalité (catégorie) - Total,......6622 Genthod,28,6622
2,Nationalité (catégorie) - Total,......6622 Genthod,27,6622
3,Nationalité (catégorie) - Total,......6622 Genthod,17,6622
4,Nationalité (catégorie) - Total,......6622 Genthod,28,6622
5,Nationalité (catégorie) - Total,......6622 Genthod,24,6622
6,Nationalité (catégorie) - Total,......6622 Genthod,26,6622
7,Nationalité (catégorie) - Total,......6622 Genthod,37,6622
8,Nationalité (catégorie) - Total,......6622 Genthod,36,6622
9,Nationalité (catégorie) - Total,......6622 Genthod,26,6622
10,Nationalité (catégorie) - Total,......6622 Genthod,31,6622
11,Nationalité (catégorie) - Total,......6622 Genthod,37,6622
12,Nationalité (catégorie) - Total,......6622 Genthod,37,6622
13,Nationalité (catégorie) - Total,......6622 Genthod,34,6622
14,Nationalité (catégorie) - Total,......6622 Genthod,46,6622
15,Nationalité (catégorie) - Total,......6622 Genthod,37,6622
16,Nationalité (catégorie) - Total,......6622 Genthod,46,6622
17,Nationalité (catégorie) - Total,......6622 Genthod,44,6622
18,Nationalité (catégorie) - Total,......6622 Genthod,40,6622
19,Nationalité (catégorie) - Total,......6622 Genthod,47,6622
20,Nationalité (catégorie) - Total,......6622 Genthod,42,6622
21,Nationalité (catégorie) - Total,......6622 Genthod,35,6622
22,Nationalité (catégorie) - Total,......6622 Genthod,30,6622
23,Nationalité (catégorie) - Total,......6622 Genthod,40,6622
24,Nationalité (catégorie) - Total,......6622 Genthod,30,6622
25,Nationalité (catégorie) - Total,......6622 Genthod,37,6622
26,Nationalité (catégorie) - Total,......6622 Genthod,24,6622
27,Nationalité (catégorie) - Total,......6622 Genthod,31,6622
28,Nationalité (catégorie) - Total,......6622 Genthod,22,6622
29,Nationalité (catégorie) - Total,......6622 Genthod,18,6622
30,Nationalité (catégorie) - Total,......6622 Genthod,35,6622
31,Nationalité (catégorie) - Total,......6622 Genthod,26,6622
32,Nationalité (catégorie) - Total,......6622 Genthod,24,6622
33,Nationalité (catégorie) - Total,......6622 Genthod,22,6622
34,Nationalité (catégorie) - Total,......6622 Genthod,21,6622
35,Nationalité (catégorie) - Total,......6622 Genthod,37,6622
36,Nationalité (catégorie) - Total,......6622 Genthod,31,6622
37,Nationalité (catégorie) - Total,......6622 Genthod,26,6622
38,Nationalité (catégorie) - Total,......6622 Genthod,25,6622
39,Nationalité (catégorie) - Total,......6622 Genthod,30,6622
40,Nationalité (catégorie) - Total,......6622 Genthod,35,6622
41,Nationalité (catégorie) - Total,......6622 Genthod,29,6622
42,Nationalité (catégorie) - Total,......6622 Genthod,32,6622
43,Nationalité (catégorie) - Total,......6622 Genthod,44,6622
44,Nationalité (catégorie) - Total,......6622 Genthod,46,6622
45,Nationalité (catégorie) - Total,......6622 Genthod,50,6622
46,Nationalité (catégorie) - Total,......6622 Genthod,56,6622
47,Nationalité (catégorie) - Total,......6622 Genthod,52,6622
48,Nationalité (catégorie) - Total,......6622 Genthod,45,6622
49,Nationalité (catégorie) - Total,......6622 Genthod,42,6622
50,Nationalité (catégorie) - Total,......6622 Genthod,45,6622
51,Nationalité (catégorie) - Total,......6622 Genthod,44,6622
52,Nationalité (catégorie) - Total,......6622 Genthod,51,6622
53,Nationalité (catégorie) - Total,......6622 Genthod,47,6622
54,Nationalité (catégorie) - Total,......6622 Genthod,32,6622
55,Nationalité (catégorie) - Total,......6622 Genthod,36,6622
56,Nationalité (catégorie) - Total,......6622 Genthod,32,6622
57,Nationalité (catégorie) - Total,......6622 Genthod,44,6622
58,Nationalité (catégorie) - Total,......6622 Genthod,30,6622
59,Nationalité (catégorie) - Total,......6622 Genthod,40,6622
60,Nationalité (catégorie) - Total,......6622 Genthod,43,6622
61,Nationalité (catégorie) - Total,......6622 Genthod,32,6622
62,Nationalité (catégorie) - Total,......6622 Genthod,39,6622
63,Nationalité (catégorie) - Total,......6622 Genthod,23,6622
64,Nationalité (catégorie) - Total,......6622 Genthod,28,6622
65,Nationalité (catégorie) - Total,......6622 Genthod,40,6622
66,Nationalité (catégorie) - Total,......6622 Genthod,34,6622
67,Nationalité (catégorie) - Total,......6622 Genthod,32,6622
68,Nationalité (catégorie) - Total,......6622 Genthod,29,6622
69,Nationalité (catégorie) - Total,......6622 Genthod,31,6622
70,Nationalité (catégorie) - Total,......6622 Genthod,32,6622
71,Nationalité (catégorie) - Total,......6622 Genthod,30,6622
72,Nationalité (catégorie) - Total,......6622 Genthod,23,6622
73,Nationalité (catégorie) - Total,......6622 Genthod,22,6622
74,Nationalité (catégorie) - Total,......6622 Genthod,19,6622
75,Nationalité (catégorie) - Total,......6622 Genthod,17,6622
76,Nationalité (catégorie) - Total,......6622 Genthod,18,6622
77,Nationalité (catégorie) - Total,......6622 Genthod,19,6622
78,Nationalité (catégorie) - Total,......6622 Genthod,24,6622
79,Nationalité (catégorie) - Total,......6622 Genthod,18,6622
80,Nationalité (catégorie) - Total,......6622 Genthod,15,6622
81,Nationalité (catégorie) - Total,......6622 Genthod,9,6622
82,Nationalité (catégorie) - Total,......6622 Genthod,11,6622
83,Nationalité (catégorie) - Total,......6622 Genthod,8,6622
84,Nationalité (catégorie) - Total,......6622 Genthod,13,6622
85,Nationalité (catégorie) - Total,......6622 Genthod,7,6622
86,Nationalité (catégorie) - Total,......6622 Genthod,4,6622
87,Nationalité (catégorie) - Total,......6622 Genthod,4,6622
88,Nationalité (catégorie) - Total,......6622 Genthod,4,6622
89,Nationalité (catégorie) - Total,......6622 Genthod,2,6622
90,Nationalité (catégorie) - Total,......6622 Genthod,4,6622
91,Nationalité (catégorie) - Total,......6622 Genthod,4,6622
92,Nationalité (catégorie) - Total,......6622 Genthod,2,6622
93,Nationalité (catégorie) - Total,......6622 Genthod,1,6622
94,Nationalité (catégorie) - Total,......6622 Genthod,0,6622
95,Nationalité (catégorie) - Total,......6622 Genthod,0,6622
96,Nationalité (catégorie) - Total,......6622 Genthod,1,6622
97,Nationalité (catégorie) - Total,......6622 Genthod,1,6622
98,Nationalité (catégorie) - Total,......6622 Genthod,0,6622
99,Nationalité (catégorie) - Total,......6622 Genthod,3,6622
100,Nationalité (catégorie) - Total,......6622 Genthod,0,6622
0,Suisse,......6622 Genthod,5,6622
1,Suisse,......6622 Genthod,15,6622
2,Suisse,......6622 Genthod,12,6622
3,Suisse,......6622 Genthod,11,6622
4,Suisse,......6622 Genthod,16,6622
5,Suisse,......6622 Genthod,12,6622
6,Suisse,......6622 Genthod,16,6622
7,Suisse,......6622 Genthod,14,6622
8,Suisse,......6622 Genthod,28,6622
9,Suisse,......6622 Genthod,15,6622
10,Suisse,......6622 Genthod,18,6622
11,Suisse,......6622 Genthod,26,6622
12,Suisse,......6622 Genthod,27,6622
13,Suisse,......6622 Genthod,21,6622
14,Suisse,......6622 Genthod,34,6622
