Age,nat,loc,value,loc_code
93,Nationalité (catégorie) - Total,......6635 Presinge,0,6635
94,Nationalité (catégorie) - Total,......6635 Presinge,0,6635
95,Nationalité (catégorie) - Total,......6635 Presinge,0,6635
96,Nationalité (catégorie) - Total,......6635 Presinge,0,6635
97,Nationalité (catégorie) - Total,......6635 Presinge,1,6635
98,Nationalité (catégorie) - Total,......6635 Presinge,0,6635
99,Nationalité (catégorie) - Total,......6635 Presinge,0,6635
100,Nationalité (catégorie) - Total,......6635 Presinge,0,6635
0,Suisse,......6635 Presinge,5,6635
1,Suisse,......6635 Presinge,3,6635
2,Suisse,......6635 Presinge,5,6635
3,Suisse,......6635 Presinge,2,6635
4,Suisse,......6635 Presinge,4,6635
5,Suisse,......6635 Presinge,5,6635
6,Suisse,......6635 Presinge,8,6635
7,Suisse,......6635 Presinge,5,6635
8,Suisse,......6635 Presinge,1,6635
9,Suisse,......6635 Presinge,4,6635
10,Suisse,......6635 Presinge,7,6635
11,Suisse,......6635 Presinge,7,6635
12,Suisse,......6635 Presinge,8,6635
13,Suisse,......6635 Presinge,8,6635
14,Suisse,......6635 Presinge,5,6635
15,Suisse,......6635 Presinge,6,6635
16,Suisse,......6635 Presinge,7,6635
17,Suisse,......6635 Presinge,7,6635
18,Suisse,......6635 Presinge,2,6635
19,Suisse,......6635 Presinge,10,6635
20,Suisse,......6635 Presinge,6,6635
21,Suisse,......6635 Presinge,4,6635
22,Suisse,......6635 Presinge,5,6635
23,Suisse,......6635 Presinge,7,6635
24,Suisse,......6635 Presinge,5,6635
25,Suisse,......6635 Presinge,3,6635
26,Suisse,......6635 Presinge,7,6635
27,Suisse,......6635 Presinge,8,6635
28,Suisse,......6635 Presinge,1,6635
29,Suisse,......6635 Presinge,7,6635
30,Suisse,......6635 Presinge,5,6635
31,Suisse,......6635 Presinge,2,6635
32,Suisse,......6635 Presinge,2,6635
33,Suisse,......6635 Presinge,7,6635
34,Suisse,......6635 Presinge,6,6635
35,Suisse,......6635 Presinge,9,6635
36,Suisse,......6635 Presinge,3,6635
37,Suisse,......6635 Presinge,4,6635
38,Suisse,......6635 Presinge,3,6635
39,Suisse,......6635 Presinge,5,6635
40,Suisse,......6635 Presinge,4,6635
41,Suisse,......6635 Presinge,6,6635
42,Suisse,......6635 Presinge,4,6635
43,Suisse,......6635 Presinge,3,6635
44,Suisse,......6635 Presinge,10,6635
45,Suisse,......6635 Presinge,6,6635
46,Suisse,......6635 Presinge,8,6635
47,Suisse,......6635 Presinge,6,6635
48,Suisse,......6635 Presinge,7,6635
49,Suisse,......6635 Presinge,6,6635
50,Suisse,......6635 Presinge,16,6635
51,Suisse,......6635 Presinge,7,6635
52,Suisse,......6635 Presinge,4,6635
53,Suisse,......6635 Presinge,5,6635
54,Suisse,......6635 Presinge,13,6635
55,Suisse,......6635 Presinge,5,6635
56,Suisse,......6635 Presinge,11,6635
57,Suisse,......6635 Presinge,9,6635
58,Suisse,......6635 Presinge,9,6635
59,Suisse,......6635 Presinge,8,6635
60,Suisse,......6635 Presinge,7,6635
61,Suisse,......6635 Presinge,13,6635
62,Suisse,......6635 Presinge,8,6635
63,Suisse,......6635 Presinge,6,6635
64,Suisse,......6635 Presinge,8,6635
65,Suisse,......6635 Presinge,5,6635
66,Suisse,......6635 Presinge,5,6635
67,Suisse,......6635 Presinge,11,6635
68,Suisse,......6635 Presinge,3,6635
69,Suisse,......6635 Presinge,7,6635
70,Suisse,......6635 Presinge,2,6635
71,Suisse,......6635 Presinge,6,6635
72,Suisse,......6635 Presinge,7,6635
73,Suisse,......6635 Presinge,7,6635
74,Suisse,......6635 Presinge,5,6635
75,Suisse,......6635 Presinge,5,6635
76,Suisse,......6635 Presinge,6,6635
77,Suisse,......6635 Presinge,10,6635
78,Suisse,......6635 Presinge,1,6635
79,Suisse,......6635 Presinge,1,6635
80,Suisse,......6635 Presinge,2,6635
81,Suisse,......6635 Presinge,11,6635
82,Suisse,......6635 Presinge,2,6635
83,Suisse,......6635 Presinge,4,6635
84,Suisse,......6635 Presinge,2,6635
85,Suisse,......6635 Presinge,2,6635
86,Suisse,......6635 Presinge,4,6635
87,Suisse,......6635 Presinge,2,6635
88,Suisse,......6635 Presinge,1,6635
89,Suisse,......6635 Presinge,3,6635
90,Suisse,......6635 Presinge,0,6635
91,Suisse,......6635 Presinge,2,6635
92,Suisse,......6635 Presinge,2,6635
93,Suisse,......6635 Presinge,0,6635
94,Suisse,......6635 Presinge,0,6635
95,Suisse,......6635 Presinge,0,6635
96,Suisse,......6635 Presinge,0,6635
97,Suisse,......6635 Presinge,1,6635
98,Suisse,......6635 Presinge,0,6635
99,Suisse,......6635 Presinge,0,6635
100,Suisse,......6635 Presinge,0,6635
0,Etranger,......6635 Presinge,3,6635
1,Etranger,......6635 Presinge,1,6635
2,Etranger,......6635 Presinge,0,6635
3,Etranger,......6635 Presinge,2,6635
4,Etranger,......6635 Presinge,3,6635
5,Etranger,......6635 Presinge,0,6635
6,Etranger,......6635 Presinge,0,6635
7,Etranger,......6635 Presinge,2,6635
8,Etranger,......6635 Presinge,2,6635
9,Etranger,......6635 Presinge,1,6635
10,Etranger,......6635 Presinge,3,6635
11,Etranger,......6635 Presinge,2,6635
12,Etranger,......6635 Presinge,2,6635
13,Etranger,......6635 Presinge,1,6635
14,Etranger,......6635 Presinge,0,6635
15,Etranger,......6635 Presinge,1,6635
16,Etranger,......6635 Presinge,2,6635
17,Etranger,......6635 Presinge,1,6635
18,Etranger,......6635 Presinge,0,6635
19,Etranger,......6635 Presinge,2,6635
20,Etranger,......6635 Presinge,1,6635
21,Etranger,......6635 Presinge,0,6635
22,Etranger,......6635 Presinge,1,6635
23,Etranger,......6635 Presinge,0,6635
24,Etranger,......6635 Presinge,0,6635
25,Etranger,......6635 Presinge,0,6635
26,Etranger,......6635 Presinge,4,6635
27,Etranger,......6635 Presinge,5,6635
28,Etranger,......6635 Presinge,1,6635
29,Etranger,......6635 Presinge,2,6635
30,Etranger,......6635 Presinge,2,6635
31,Etranger,......6635 Presinge,4,6635
32,Etranger,......6635 Presinge,4,6635
33,Etranger,......6635 Presinge,3,6635
34,Etranger,......6635 Presinge,0,6635
35,Etranger,......6635 Presinge,2,6635
36,Etranger,......6635 Presinge,3,6635
37,Etranger,......6635 Presinge,4,6635
38,Etranger,......6635 Presinge,3,6635
39,Etranger,......6635 Presinge,2,6635
40,Etranger,......6635 Presinge,1,6635
41,Etranger,......6635 Presinge,1,6635
42,Etranger,......6635 Presinge,1,6635
43,Etranger,......6635 Presinge,3,6635
44,Etranger,......6635 Presinge,1,6635
45,Etranger,......6635 Presinge,5,6635
46,Etranger,......6635 Presinge,4,6635
47,Etranger,......6635 Presinge,2,6635
48,Etranger,......6635 Presinge,2,6635
49,Etranger,......6635 Presinge,2,6635
50,Etranger,......6635 Presinge,1,6635
51,Etranger,......6635 Presinge,0,6635
52,Etranger,......6635 Presinge,0,6635
53,Etranger,......6635 Presinge,2,6635
54,Etranger,......6635 Presinge,1,6635
55,Etranger,......6635 Presinge,2,6635
56,Etranger,......6635 Presinge,2,6635
57,Etranger,......6635 Presinge,2,6635
58,Etranger,......6635 Presinge,4,6635
59,Etranger,......6635 Presinge,1,6635
60,Etranger,......6635 Presinge,2,6635
61,Etranger,......6635 Presinge,0,6635
62,Etranger,......6635 Presinge,0,6635
63,Etranger,......6635 Presinge,1,6635
64,Etranger,......6635 Presinge,2,6635
65,Etranger,......6635 Presinge,2,6635
66,Etranger,......6635 Presinge,1,6635
67,Etranger,......6635 Presinge,0,6635
68,Etranger,......6635 Presinge,2,6635
69,Etranger,......6635 Presinge,1,6635
70,Etranger,......6635 Presinge,0,6635
71,Etranger,......6635 Presinge,1,6635
72,Etranger,......6635 Presinge,2,6635
73,Etranger,......6635 Presinge,2,6635
74,Etranger,......6635 Presinge,1,6635
75,Etranger,......6635 Presinge,2,6635
76,Etranger,......6635 Presinge,2,6635
77,Etranger,......6635 Presinge,0,6635
78,Etranger,......6635 Presinge,2,6635
79,Etranger,......6635 Presinge,1,6635
80,Etranger,......6635 Presinge,1,6635
81,Etranger,......6635 Presinge,0,6635
82,Etranger,......6635 Presinge,0,6635
83,Etranger,......6635 Presinge,0,6635
84,Etranger,......6635 Presinge,1,6635
85,Etranger,......6635 Presinge,0,6635
86,Etranger,......6635 Presinge,0,6635
87,Etranger,......6635 Presinge,0,6635
88,Etranger,......6635 Presinge,0,6635
89,Etranger,......6635 Presinge,1,6635
90,Etranger,......6635 Presinge,0,6635
91,Etranger,......6635 Presinge,0,6635
92,Etranger,......6635 Presinge,0,6635
93,Etranger,......6635 Presinge,0,6635
94,Etranger,......6635 Presinge,0,6635
95,Etranger,......6635 Presinge,0,6635
96,Etranger,......6635 Presinge,0,6635
97,Etranger,......6635 Presinge,0,6635
98,Etranger,......6635 Presinge,0,6635
99,Etranger,......6635 Presinge,0,6635
100,Etranger,......6635 Presinge,0,6635
0,Nationalité (catégorie) - Total,......6636 Puplinge,19,6636
1,Nationalité (catégorie) - Total,......6636 Puplinge,31,6636
2,Nationalité (catégorie) - Total,......6636 Puplinge,29,6636
3,Nationalité (catégorie) - Total,......6636 Puplinge,33,6636
4,Nationalité (catégorie) - Total,......6636 Puplinge,16,6636
5,Nationalité (catégorie) - Total,......6636 Puplinge,23,6636
6,Nationalité (catégorie) - Total,......6636 Puplinge,17,6636
7,Nationalité (catégorie) - Total,......6636 Puplinge,28,6636
8,Nationalité (catégorie) - Total,......6636 Puplinge,20,6636
9,Nationalité (catégorie) - Total,......6636 Puplinge,36,6636
10,Nationalité (catégorie) - Total,......6636 Puplinge,28,6636
11,Nationalité (catégorie) - Total,......6636 Puplinge,23,6636
12,Nationalité (catégorie) - Total,......6636 Puplinge,28,6636
13,Nationalité (catégorie) - Total,......6636 Puplinge,22,6636
14,Nationalité (catégorie) - Total,......6636 Puplinge,20,6636
15,Nationalité (catégorie) - Total,......6636 Puplinge,30,6636
16,Nationalité (catégorie) - Total,......6636 Puplinge,24,6636
17,Nationalité (catégorie) - Total,......6636 Puplinge,20,6636
18,Nationalité (catégorie) - Total,......6636 Puplinge,31,6636
19,Nationalité (catégorie) - Total,......6636 Puplinge,28,6636
20,Nationalité (catégorie) - Total,......6636 Puplinge,30,6636
21,Nationalité (catégorie) - Total,......6636 Puplinge,35,6636
22,Nationalité (catégorie) - Total,......6636 Puplinge,29,6636
23,Nationalité (catégorie) - Total,......6636 Puplinge,37,6636
24,Nationalité (catégorie) - Total,......6636 Puplinge,32,6636
25,Nationalité (catégorie) - Total,......6636 Puplinge,35,6636
26,Nationalité (catégorie) - Total,......6636 Puplinge,37,6636
27,Nationalité (catégorie) - Total,......6636 Puplinge,26,6636
28,Nationalité (catégorie) - Total,......6636 Puplinge,31,6636
29,Nationalité (catégorie) - Total,......6636 Puplinge,33,6636
30,Nationalité (catégorie) - Total,......6636 Puplinge,39,6636
31,Nationalité (catégorie) - Total,......6636 Puplinge,23,6636
32,Nationalité (catégorie) - Total,......6636 Puplinge,31,6636
33,Nationalité (catégorie) - Total,......6636 Puplinge,17,6636
34,Nationalité (catégorie) - Total,......6636 Puplinge,25,6636
35,Nationalité (catégorie) - Total,......6636 Puplinge,38,6636
36,Nationalité (catégorie) - Total,......6636 Puplinge,35,6636
37,Nationalité (catégorie) - Total,......6636 Puplinge,33,6636
38,Nationalité (catégorie) - Total,......6636 Puplinge,35,6636
39,Nationalité (catégorie) - Total,......6636 Puplinge,25,6636
40,Nationalité (catégorie) - Total,......6636 Puplinge,31,6636
41,Nationalité (catégorie) - Total,......6636 Puplinge,41,6636
42,Nationalité (catégorie) - Total,......6636 Puplinge,30,6636
43,Nationalité (catégorie) - Total,......6636 Puplinge,32,6636
44,Nationalité (catégorie) - Total,......6636 Puplinge,38,6636
45,Nationalité (catégorie) - Total,......6636 Puplinge,31,6636
46,Nationalité (catégorie) - Total,......6636 Puplinge,34,6636
47,Nationalité (catégorie) - Total,......6636 Puplinge,39,6636
48,Nationalité (catégorie) - Total,......6636 Puplinge,34,6636
49,Nationalité (catégorie) - Total,......6636 Puplinge,33,6636
50,Nationalité (catégorie) - Total,......6636 Puplinge,41,6636
51,Nationalité (catégorie) - Total,......6636 Puplinge,27,6636
52,Nationalité (catégorie) - Total,......6636 Puplinge,34,6636
53,Nationalité (catégorie) - Total,......6636 Puplinge,31,6636
54,Nationalité (catégorie) - Total,......6636 Puplinge,32,6636
55,Nationalité (catégorie) - Total,......6636 Puplinge,29,6636
56,Nationalité (catégorie) - Total,......6636 Puplinge,38,6636
57,Nationalité (catégorie) - Total,......6636 Puplinge,23,6636
58,Nationalité (catégorie) - Total,......6636 Puplinge,26,6636
59,Nationalité (catégorie) - Total,......6636 Puplinge,34,6636
60,Nationalité (catégorie) - Total,......6636 Puplinge,32,6636
61,Nationalité (catégorie) - Total,......6636 Puplinge,30,6636
62,Nationalité (catégorie) - Total,......6636 Puplinge,28,6636
63,Nationalité (catégorie) - Total,......6636 Puplinge,30,6636
64,Nationalité (catégorie) - Total,......6636 Puplinge,23,6636
65,Nationalité (catégorie) - Total,......6636 Puplinge,19,6636
66,Nationalité (catégorie) - Total,......6636 Puplinge,26,6636
67,Nationalité (catégorie) - Total,......6636 Puplinge,18,6636
68,Nationalité (catégorie) - Total,......6636 Puplinge,24,6636
69,Nationalité (catégorie) - Total,......6636 Puplinge,26,6636
70,Nationalité (catégorie) - Total,......6636 Puplinge,24,6636
71,Nationalité (catégorie) - Total,......6636 Puplinge,26,6636
72,Nationalité (catégorie) - Total,......6636 Puplinge,32,6636
73,Nationalité (catégorie) - Total,......6636 Puplinge,17,6636
74,Nationalité (catégorie) - Total,......6636 Puplinge,30,6636
75,Nationalité (catégorie) - Total,......6636 Puplinge,28,6636
76,Nationalité (catégorie) - Total,......6636 Puplinge,11,6636
77,Nationalité (catégorie) - Total,......6636 Puplinge,10,6636
78,Nationalité (catégorie) - Total,......6636 Puplinge,10,6636
79,Nationalité (catégorie) - Total,......6636 Puplinge,13,6636
80,Nationalité (catégorie) - Total,......6636 Puplinge,16,6636
81,Nationalité (catégorie) - Total,......6636 Puplinge,17,6636
82,Nationalité (catégorie) - Total,......6636 Puplinge,13,6636
83,Nationalité (catégorie) - Total,......6636 Puplinge,11,6636
84,Nationalité (catégorie) - Total,......6636 Puplinge,6,6636
85,Nationalité (catégorie) - Total,......6636 Puplinge,12,6636
86,Nationalité (catégorie) - Total,......6636 Puplinge,4,6636
87,Nationalité (catégorie) - Total,......6636 Puplinge,2,6636
88,Nationalité (catégorie) - Total,......6636 Puplinge,2,6636
89,Nationalité (catégorie) - Total,......6636 Puplinge,4,6636
90,Nationalité (catégorie) - Total,......6636 Puplinge,2,6636
91,Nationalité (catégorie) - Total,......6636 Puplinge,1,6636
92,Nationalité (catégorie) - Total,......6636 Puplinge,1,6636
93,Nationalité (catégorie) - Total,......6636 Puplinge,3,6636
94,Nationalité (catégorie) - Total,......6636 Puplinge,0,6636
95,Nationalité (catégorie) - Total,......6636 Puplinge,1,6636
96,Nationalité (catégorie) - Total,......6636 Puplinge,0,6636
97,Nationalité (catégorie) - Total,......6636 Puplinge,1,6636
98,Nationalité (catégorie) - Total,......6636 Puplinge,1,6636
99,Nationalité (catégorie) - Total,......6636 Puplinge,0,6636
100,Nationalité (catégorie) - Total,......6636 Puplinge,1,6636
0,Suisse,......6636 Puplinge,14,6636
1,Suisse,......6636 Puplinge,26,6636
2,Suisse,......6636 Puplinge,24,6636
3,Suisse,......6636 Puplinge,24,6636
4,Suisse,......6636 Puplinge,11,6636
5,Suisse,......6636 Puplinge,19,6636
6,Suisse,......6636 Puplinge,15,6636
7,Suisse,......6636 Puplinge,24,6636
8,Suisse,......6636 Puplinge,15,6636
9,Suisse,......6636 Puplinge,34,6636
10,Suisse,......6636 Puplinge,23,6636
11,Suisse,......6636 Puplinge,18,6636
12,Suisse,......6636 Puplinge,25,6636
13,Suisse,......6636 Puplinge,19,6636
14,Suisse,......6636 Puplinge,16,6636
15,Suisse,......6636 Puplinge,27,6636
16,Suisse,......6636 Puplinge,21,6636
17,Suisse,......6636 Puplinge,18,6636
18,Suisse,......6636 Puplinge,27,6636
19,Suisse,......6636 Puplinge,21,6636
20,Suisse,......6636 Puplinge,26,6636
21,Suisse,......6636 Puplinge,34,6636
22,Suisse,......6636 Puplinge,26,6636
23,Suisse,......6636 Puplinge,35,6636
24,Suisse,......6636 Puplinge,25,6636
25,Suisse,......6636 Puplinge,27,6636
26,Suisse,......6636 Puplinge,30,6636
27,Suisse,......6636 Puplinge,22,6636
28,Suisse,......6636 Puplinge,23,6636
29,Suisse,......6636 Puplinge,24,6636
30,Suisse,......6636 Puplinge,22,6636
31,Suisse,......6636 Puplinge,20,6636
32,Suisse,......6636 Puplinge,20,6636
33,Suisse,......6636 Puplinge,9,6636
34,Suisse,......6636 Puplinge,20,6636
35,Suisse,......6636 Puplinge,28,6636
36,Suisse,......6636 Puplinge,21,6636
37,Suisse,......6636 Puplinge,21,6636
38,Suisse,......6636 Puplinge,25,6636
39,Suisse,......6636 Puplinge,15,6636
40,Suisse,......6636 Puplinge,21,6636
41,Suisse,......6636 Puplinge,34,6636
42,Suisse,......6636 Puplinge,16,6636
43,Suisse,......6636 Puplinge,26,6636
44,Suisse,......6636 Puplinge,27,6636
45,Suisse,......6636 Puplinge,26,6636
46,Suisse,......6636 Puplinge,25,6636
47,Suisse,......6636 Puplinge,29,6636
48,Suisse,......6636 Puplinge,25,6636
49,Suisse,......6636 Puplinge,28,6636
50,Suisse,......6636 Puplinge,29,6636
51,Suisse,......6636 Puplinge,25,6636
52,Suisse,......6636 Puplinge,27,6636
53,Suisse,......6636 Puplinge,25,6636
54,Suisse,......6636 Puplinge,28,6636
55,Suisse,......6636 Puplinge,20,6636
56,Suisse,......6636 Puplinge,26,6636
57,Suisse,......6636 Puplinge,20,6636
58,Suisse,......6636 Puplinge,17,6636
59,Suisse,......6636 Puplinge,30,6636
60,Suisse,......6636 Puplinge,27,6636
61,Suisse,......6636 Puplinge,27,6636
62,Suisse,......6636 Puplinge,23,6636
63,Suisse,......6636 Puplinge,27,6636
64,Suisse,......6636 Puplinge,21,6636
65,Suisse,......6636 Puplinge,19,6636
66,Suisse,......6636 Puplinge,24,6636
67,Suisse,......6636 Puplinge,16,6636
68,Suisse,......6636 Puplinge,22,6636
69,Suisse,......6636 Puplinge,20,6636
70,Suisse,......6636 Puplinge,24,6636
71,Suisse,......6636 Puplinge,26,6636
72,Suisse,......6636 Puplinge,31,6636
73,Suisse,......6636 Puplinge,17,6636
74,Suisse,......6636 Puplinge,27,6636
75,Suisse,......6636 Puplinge,21,6636
76,Suisse,......6636 Puplinge,9,6636
77,Suisse,......6636 Puplinge,6,6636
78,Suisse,......6636 Puplinge,10,6636
79,Suisse,......6636 Puplinge,8,6636
80,Suisse,......6636 Puplinge,15,6636
81,Suisse,......6636 Puplinge,14,6636
82,Suisse,......6636 Puplinge,8,6636
83,Suisse,......6636 Puplinge,10,6636
84,Suisse,......6636 Puplinge,3,6636
85,Suisse,......6636 Puplinge,11,6636
86,Suisse,......6636 Puplinge,3,6636
87,Suisse,......6636 Puplinge,1,6636
88,Suisse,......6636 Puplinge,0,6636
89,Suisse,......6636 Puplinge,3,6636
90,Suisse,......6636 Puplinge,2,6636
91,Suisse,......6636 Puplinge,1,6636
92,Suisse,......6636 Puplinge,1,6636
93,Suisse,......6636 Puplinge,3,6636
94,Suisse,......6636 Puplinge,0,6636
95,Suisse,......6636 Puplinge,1,6636
96,Suisse,......6636 Puplinge,0,6636
97,Suisse,......6636 Puplinge,1,6636
98,Suisse,......6636 Puplinge,1,6636
99,Suisse,......6636 Puplinge,0,6636
100,Suisse,......6636 Puplinge,0,6636
0,Etranger,......6636 Puplinge,5,6636
1,Etranger,......6636 Puplinge,5,6636
2,Etranger,......6636 Puplinge,5,6636
3,Etranger,......6636 Puplinge,9,6636
4,Etranger,......6636 Puplinge,5,6636
5,Etranger,......6636 Puplinge,4,6636
6,Etranger,......6636 Puplinge,2,6636
7,Etranger,......6636 Puplinge,4,6636
8,Etranger,......6636 Puplinge,5,6636
9,Etranger,......6636 Puplinge,2,6636
10,Etranger,......6636 Puplinge,5,6636
11,Etranger,......6636 Puplinge,5,6636
12,Etranger,......6636 Puplinge,3,6636
13,Etranger,......6636 Puplinge,3,6636
14,Etranger,......6636 Puplinge,4,6636
15,Etranger,......6636 Puplinge,3,6636
16,Etranger,......6636 Puplinge,3,6636
17,Etranger,......6636 Puplinge,2,6636
18,Etranger,......6636 Puplinge,4,6636
19,Etranger,......6636 Puplinge,7,6636
20,Etranger,......6636 Puplinge,4,6636
21,Etranger,......6636 Puplinge,1,6636
22,Etranger,......6636 Puplinge,3,6636
23,Etranger,......6636 Puplinge,2,6636
24,Etranger,......6636 Puplinge,7,6636
25,Etranger,......6636 Puplinge,8,6636
26,Etranger,......6636 Puplinge,7,6636
27,Etranger,......6636 Puplinge,4,6636
28,Etranger,......6636 Puplinge,8,6636
29,Etranger,......6636 Puplinge,9,6636
30,Etranger,......6636 Puplinge,17,6636
31,Etranger,......6636 Puplinge,3,6636
32,Etranger,......6636 Puplinge,11,6636
33,Etranger,......6636 Puplinge,8,6636
34,Etranger,......6636 Puplinge,5,6636
35,Etranger,......6636 Puplinge,10,6636
36,Etranger,......6636 Puplinge,14,6636
37,Etranger,......6636 Puplinge,12,6636
38,Etranger,......6636 Puplinge,10,6636
39,Etranger,......6636 Puplinge,10,6636
40,Etranger,......6636 Puplinge,10,6636
41,Etranger,......6636 Puplinge,7,6636
42,Etranger,......6636 Puplinge,14,6636
43,Etranger,......6636 Puplinge,6,6636
44,Etranger,......6636 Puplinge,11,6636
45,Etranger,......6636 Puplinge,5,6636
46,Etranger,......6636 Puplinge,9,6636
47,Etranger,......6636 Puplinge,10,6636
48,Etranger,......6636 Puplinge,9,6636
49,Etranger,......6636 Puplinge,5,6636
50,Etranger,......6636 Puplinge,12,6636
51,Etranger,......6636 Puplinge,2,6636
52,Etranger,......6636 Puplinge,7,6636
53,Etranger,......6636 Puplinge,6,6636
54,Etranger,......6636 Puplinge,4,6636
55,Etranger,......6636 Puplinge,9,6636
56,Etranger,......6636 Puplinge,12,6636
57,Etranger,......6636 Puplinge,3,6636
58,Etranger,......6636 Puplinge,9,6636
59,Etranger,......6636 Puplinge,4,6636
60,Etranger,......6636 Puplinge,5,6636
61,Etranger,......6636 Puplinge,3,6636
62,Etranger,......6636 Puplinge,5,6636
63,Etranger,......6636 Puplinge,3,6636
64,Etranger,......6636 Puplinge,2,6636
65,Etranger,......6636 Puplinge,0,6636
66,Etranger,......6636 Puplinge,2,6636
67,Etranger,......6636 Puplinge,2,6636
68,Etranger,......6636 Puplinge,2,6636
69,Etranger,......6636 Puplinge,6,6636
70,Etranger,......6636 Puplinge,0,6636
71,Etranger,......6636 Puplinge,0,6636
72,Etranger,......6636 Puplinge,1,6636
73,Etranger,......6636 Puplinge,0,6636
74,Etranger,......6636 Puplinge,3,6636
75,Etranger,......6636 Puplinge,7,6636
76,Etranger,......6636 Puplinge,2,6636
77,Etranger,......6636 Puplinge,4,6636
78,Etranger,......6636 Puplinge,0,6636
79,Etranger,......6636 Puplinge,5,6636
80,Etranger,......6636 Puplinge,1,6636
81,Etranger,......6636 Puplinge,3,6636
82,Etranger,......6636 Puplinge,5,6636
83,Etranger,......6636 Puplinge,1,6636
84,Etranger,......6636 Puplinge,3,6636
85,Etranger,......6636 Puplinge,1,6636
86,Etranger,......6636 Puplinge,1,6636
87,Etranger,......6636 Puplinge,1,6636
88,Etranger,......6636 Puplinge,2,6636
89,Etranger,......6636 Puplinge,1,6636
90,Etranger,......6636 Puplinge,0,6636
91,Etranger,......6636 Puplinge,0,6636
92,Etranger,......6636 Puplinge,0,6636
93,Etranger,......6636 Puplinge,0,6636
94,Etranger,......6636 Puplinge,0,6636
95,Etranger,......6636 Puplinge,0,6636
96,Etranger,......6636 Puplinge,0,6636
97,Etranger,......6636 Puplinge,0,6636
98,Etranger,......6636 Puplinge,0,6636
99,Etranger,......6636 Puplinge,0,6636
100,Etranger,......6636 Puplinge,1,6636
0,Nationalité (catégorie) - Total,......6637 Russin,3,6637
1,Nationalité (catégorie) - Total,......6637 Russin,2,6637
2,Nationalité (catégorie) - Total,......6637 Russin,8,6637
3,Nationalité (catégorie) - Total,......6637 Russin,2,6637
4,Nationalité (catégorie) - Total,......6637 Russin,3,6637
5,Nationalité (catégorie) - Total,......6637 Russin,3,6637
6,Nationalité (catégorie) - Total,......6637 Russin,2,6637
7,Nationalité (catégorie) - Total,......6637 Russin,5,6637
8,Nationalité (catégorie) - Total,......6637 Russin,9,6637
9,Nationalité (catégorie) - Total,......6637 Russin,4,6637
10,Nationalité (catégorie) - Total,......6637 Russin,5,6637
11,Nationalité (catégorie) - Total,......6637 Russin,5,6637
12,Nationalité (catégorie) - Total,......6637 Russin,7,6637
13,Nationalité (catégorie) - Total,......6637 Russin,8,6637
14,Nationalité (catégorie) - Total,......6637 Russin,11,6637
15,Nationalité (catégorie) - Total,......6637 Russin,4,6637
16,Nationalité (catégorie) - Total,......6637 Russin,4,6637
17,Nationalité (catégorie) - Total,......6637 Russin,5,6637
18,Nationalité (catégorie) - Total,......6637 Russin,6,6637
19,Nationalité (catégorie) - Total,......6637 Russin,6,6637
20,Nationalité (catégorie) - Total,......6637 Russin,8,6637
21,Nationalité (catégorie) - Total,......6637 Russin,7,6637
22,Nationalité (catégorie) - Total,......6637 Russin,7,6637
23,Nationalité (catégorie) - Total,......6637 Russin,7,6637
24,Nationalité (catégorie) - Total,......6637 Russin,7,6637
25,Nationalité (catégorie) - Total,......6637 Russin,6,6637
26,Nationalité (catégorie) - Total,......6637 Russin,5,6637
27,Nationalité (catégorie) - Total,......6637 Russin,4,6637
28,Nationalité (catégorie) - Total,......6637 Russin,6,6637
29,Nationalité (catégorie) - Total,......6637 Russin,9,6637
30,Nationalité (catégorie) - Total,......6637 Russin,5,6637
31,Nationalité (catégorie) - Total,......6637 Russin,7,6637
32,Nationalité (catégorie) - Total,......6637 Russin,4,6637
33,Nationalité (catégorie) - Total,......6637 Russin,5,6637
34,Nationalité (catégorie) - Total,......6637 Russin,4,6637
35,Nationalité (catégorie) - Total,......6637 Russin,8,6637
36,Nationalité (catégorie) - Total,......6637 Russin,8,6637
37,Nationalité (catégorie) - Total,......6637 Russin,7,6637
38,Nationalité (catégorie) - Total,......6637 Russin,7,6637
39,Nationalité (catégorie) - Total,......6637 Russin,8,6637
40,Nationalité (catégorie) - Total,......6637 Russin,6,6637
41,Nationalité (catégorie) - Total,......6637 Russin,7,6637
42,Nationalité (catégorie) - Total,......6637 Russin,14,6637
43,Nationalité (catégorie) - Total,......6637 Russin,7,6637
44,Nationalité (catégorie) - Total,......6637 Russin,11,6637
45,Nationalité (catégorie) - Total,......6637 Russin,12,6637
46,Nationalité (catégorie) - Total,......6637 Russin,11,6637
47,Nationalité (catégorie) - Total,......6637 Russin,15,6637
48,Nationalité (catégorie) - Total,......6637 Russin,9,6637
49,Nationalité (catégorie) - Total,......6637 Russin,17,6637
50,Nationalité (catégorie) - Total,......6637 Russin,11,6637
51,Nationalité (catégorie) - Total,......6637 Russin,14,6637
52,Nationalité (catégorie) - Total,......6637 Russin,13,6637
53,Nationalité (catégorie) - Total,......6637 Russin,9,6637
54,Nationalité (catégorie) - Total,......6637 Russin,4,6637
55,Nationalité (catégorie) - Total,......6637 Russin,13,6637
56,Nationalité (catégorie) - Total,......6637 Russin,9,6637
57,Nationalité (catégorie) - Total,......6637 Russin,9,6637
58,Nationalité (catégorie) - Total,......6637 Russin,9,6637
59,Nationalité (catégorie) - Total,......6637 Russin,5,6637
